,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Thông tin hàng hóa,Thiết kế và Trọng lượng,Thông số cơ bản,Màn hình,Giao tiếp và kết nối,Phụ kiện trong hộp
11,00904732,Màn hình Samsung LS27C330GAEXXV/27 inch/FHD(1920x1080)/IPS 100Hz,Mua ngay,Samsung,Màn hình,Màn hình văn phòng,"['27 inch ', 'FHD 1920x1080 ', 'Tấm nền IPS ']",3450000,2990000,13,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-samsung-ls27c330gaexxv-27-inch?sku=00904732,https://cdn2.fptshop.com.vn/unsafe/2023_9_29_638315826515111336_man-hinh-samsung-ls27c330gaexxv-27-inch.jpg,Đen,"{'Model': 'Samsung LS27C330GAEXXV', 'Xuất xứ': ['Việt Nam'], 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '611.7 x 462.7 x 253.5 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '3.6 kg', 'value': 3.6}]}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['4ms'], 'Tiêu thụ năng lượng': ['Đang cập nhật']}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Độ phân giải': ['FHD (1920 x 1080)'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 Hz', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}",,"{'Phụ kiện trong hộp': ['Cáp', 'Dây HDMI']}"
12,00908540,Màn hình LG 27MR400-B/27 inch FullHD (1920x1080)/IPS 100Hz,Mua ngay,LG,Màn hình,Màn hình văn phòng,"['27 inch ', 'FHD 1920x1080 ', 'Tấm nền IPS ']",3290000,2690000,18,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/lg-27mr400-b-27-inch?sku=00908540,https://cdn2.fptshop.com.vn/unsafe/lg_27mr400_b_1_016cc728c0.png,Đen,"{'Model': '27MR400-B', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '611,7 x 456,1 x 200,0 mm', 'Kích thước không chân đế': '611,7 x 362,3 x 50,5 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '3.2 kg', 'value': 3.2}], 'Kiểu chân đế': 'Vuông'}","{'Thời gian phản hồi': ['5ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1300:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 ', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: VGA/D-sub']}",{'Phụ kiện trong hộp': ['Dây nguồn']}
13,00900560,Màn hình ASUS VA24EHF/24 inch/FHD (1920x1080)/IPS 100Hz,Mua ngay,Asus,Màn hình,Màn hình văn phòng,"['24 inch ', 'FHD 1920x1080 ', 'Tấm nền IPS ']",3190000,2290000,28,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-asus-va24ehf-24-inch?sku=00900560,https://cdn2.fptshop.com.vn/unsafe/2023_8_26_638286614321062132_man-hinh-asus-va24ehf-24-inch-den-1.jpg,Đen,"{'Model': 'ASUS VA24EHF', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '539.52 x 417.22 x 205.94 mm', 'Kích thước không chân đế': '539.52 x 313.15 x 48.15 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '2.84 kg', 'value': 2.84}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Tiêu thụ năng lượng': ['12 W'], 'Tiêu thụ năng lượng màn hình chờ': ['0.3 W'], 'Điện áp': '100 - 240 V / 50 - 60 Hz'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '23.8 inch', 'value': 23.8}, 'Công nghệ màn hình': 'IPS FHD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '100M:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 Hz', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}",{'Cổng giao tiếp': ['HDMI']},"{'Phụ kiện trong hộp': ['Dây nguồn', 'Cáp HDMI']}"
14,00910661,Màn hình Gaming LG 24GS50F-B.ATVQ/FullHD (1920x1080)/VA 180Hz,Mua ngay,LG,Màn hình,Màn hình Gaming,"['23.8 inch ', 'FHD 1920x1080 ', 'Tần số quét 180Hz ']",4290000,2890000,33,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-gaming-lg-24gs50f-batvq-fhd?sku=00910661,https://cdn2.fptshop.com.vn/unsafe/lg_24gs50f_b_atv_dc4ebebb8d.png,Đen,"{'Model': '24GS50F-B.ATVQ', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '714.3 x 420.0 x 45.7 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '6.7 kg', 'value': 6.7}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '24 inch', 'value': 24}, 'Công nghệ màn hình': 'VA', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '3000:1', 'Tấm nền': 'VA', 'Tần số quét': {'displayValue': '180 ', 'value': 180}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '1.07 tỷ'}","{'Cổng giao tiếp': ['Đầu vào: HDMI 1.4', 'Đầu vào: DisplayPort 1.4']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
15,00907433,Màn hình Đồ họa Dell Ultrasharp U2424H/23.8 inch/FullHD (1920x1080)/IPS 120hz,Mua ngay,Dell,Màn hình,Màn hình đồ hoạ,"['24 inch ', 'FHD 1920x1080 ', 'Tấm nền IPS ']",6390000,5690000,11,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/dell-ultrasharp-u2424h-23-8-inch-fullhd?sku=00907433,https://cdn2.fptshop.com.vn/unsafe/dell_ultrasharp_24_u2424h_01775635bd.png,Đen,"{'Model': 'U2424H', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '540 x 414 x 240 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5 kg', 'value': 5}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['5ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '24 inch', 'value': 24}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '120 ', 'value': 120}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây DisplayPort']}"
16,00863644,Màn hình Cong Samsung LS24C360EAEXXV/24 inch/FHD(1920x1080)/Cong 1800R/VA 75Hz,Mua ngay,Samsung,Màn hình,Màn hình văn phòng,"['24 inch ', 'FHD 1920x1080 ', 'Tấm nền VA ']",3100000,2090000,33,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-samsung-ls24c360eaexxv-24-inch-fhd?sku=00863644,https://cdn2.fptshop.com.vn/unsafe/2023_3_9_638139810721114365_man-hinh-samsung-ls24C360eaexxv-24-inch-fhd-2.jpg,Đen,"{'Model': 'LS24C360EAEXXV', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '547.8 x 416.3 x 214.0 mm', 'Kích thước không chân đế': '547.8 x 325.6 x 108.2 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '4.8 g', 'value': 4.8}], 'Kiểu chân đế': 'Simple'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['4ms'], 'Tiêu thụ năng lượng': ['25 W'], 'Điện áp': '100 - 240 V / 50 - 60 Hz'}","{'Loại màn hình': 'Màn hình cong', 'Kích thước màn hình': {'displayValue': '24 inch', 'value': 24}, 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '3000:1', 'Tấm nền': 'VA', 'Tần số quét': {'displayValue': '75 Hz', 'value': 75}, 'Màu màn hình': '16.7 Triệu'}",{'Cổng giao tiếp': ['1 HDMI']},"{'Phụ kiện trong hộp': ['Cáp HDMI', 'Dây nguồn']}"
17,00911241,"Màn hình Đồ họa Samsung ViewFinity S7 S70D LS27D700EAEXXV/27 inch/4K(3,840 x 2,160)/IPS 60Hz",Mua ngay,Samsung,Màn hình,Màn hình đồ hoạ,"['27 inch ', '4K 3840x2160 ', 'Tấm nền IPS ']",7990000,6491000,19,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/samsung-viewfinity-s7-s70d-ls27d700eaexxv?sku=00911241,https://cdn2.fptshop.com.vn/unsafe/samsung_viewfinity_s7_s70d_ls27d700eaexxv_972992155e.png,Đen,"{'Model': 'LS27D700EAEXXV', 'Xuất xứ': ['Việt Nam'], 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '612.9 x 473.2 x 180 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '6.6 kg', 'value': 6.6}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['5ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['3840 x 2160 Pixels'], 'Chuẩn màn hình': '4K', 'Độ sáng': '350 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '60 ', 'value': 60}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '1.07 tỷ'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort 1.2']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
18,00912338,Màn hình MSI MP275 E2/27inch FullHD (1920x1080)/IPS 120Hz,Mua ngay,MSI,Màn hình,Màn hình văn phòng,[],3250000,3090000,5,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/msi-mp275-e2?sku=00912338,https://cdn2.fptshop.com.vn/unsafe/msi_pro_mp275_e2_1_3fa7c13db9.png,Đen,"{'Model': 'MP275 E2', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '611.9 x 447.7 x 206.8 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '3.66 kg', 'value': 3.66}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V', 'Đầu ra âm thanh': 'Loa'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '300 nits', 'Độ tương phản': '1500:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '120 ', 'value': 120}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
19,00907083,Màn hình MSI MP245V/23.8inch (1920x1080)/VA 100Hz,Mua ngay,MSI,Màn hình,Màn hình văn phòng,"['24 inch ', 'FHD 1920x1080 ', 'Tấm nền VA ']",2490000,1950000,22,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/msi-mp245v-23-8-inch-1920x1080-va-100hz?sku=00907083,https://cdn2.fptshop.com.vn/unsafe/2024_6_20_638545042785496529_msi-mp245v.jpg,Đen,"{'Model': 'MP245V', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '539.8 x 414.1 x 198.3 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '4.7 kg', 'value': 4.7}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '24 inch', 'value': 24}, 'Công nghệ màn hình': 'VA', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '300 nits', 'Độ tương phản': '4000:1', 'Tấm nền': 'VA', 'Tần số quét': {'displayValue': '100 ', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: VGA']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
20,00885070,"Màn hình Samsung LU28R550UQEXXV/28 inch/4K (3,840 x 2,160)/60Hz",Mua ngay,Samsung,Màn hình,Màn hình văn phòng,"['28 inch ', '4K 3840x2160 ', 'Tấm nền IPS ']",6590000,5290000,20,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/samsung-lu28r550uqexxv-28-inch-4k-60hz?sku=00885070,https://cdn2.fptshop.com.vn/unsafe/2024_6_11_638536973919719898_lu28r550uqexxv.jpg,Đen,"{'Model': 'LU28R550UQEXXV', 'Xuất xứ': ['Việt Nam / Trung Quốc'], 'Thời điểm ra mắt': '2019', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '638.8 x 479.3 x 250.5 mm', 'Kích thước không chân đế': '638.8 x 374.0 x 64.0 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5600 g', 'value': 5600}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['4ms'], 'Điện áp': '100 - 240 V / 50 - 60 Hz'}","{'Loại màn hình': 'UHD', 'Kích thước màn hình': {'displayValue': '28.7 inch', 'value': 28.7}, 'Công nghệ màn hình': 'IPS', 'Độ phân giải': ['3840 x 2160 Pixels'], 'Chuẩn màn hình': '4K', 'Độ sáng': '300 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '60 Hz', 'value': 60}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '1 Tỷ'}",{'Cổng giao tiếp': ['2 HDMI 2.0']},{'Phụ kiện trong hộp': ['Adapter']}
21,00881115,Màn hình Dell E2423HN/23.8inch/ FHD (1920 x 1080),Mua ngay,Dell,Màn hình,Màn hình văn phòng,"['23.8 inch ', 'FHD 1920x1080 ', 'Tấm nền VA ']",3990000,2790000,30,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/dell-e2423hn-23-8-inch-fhd?sku=00881115,https://cdn2.fptshop.com.vn/unsafe/dell_e2423hn_61be08a0d7.png,Đen,"{'Model': 'Đang cập nhật', 'Xuất xứ': ['Mỹ'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '55.264 x 17.1 x 42.035 cm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '3.85 kg', 'value': 3.85}]}",,"{'Kích thước màn hình': {'displayValue': '23.8 inch', 'value': 23.8}, 'Độ phân giải': ['1200 x 1920 Pixels']}",,
