,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Thông tin hàng hóa,Thiết kế và Trọng lượng,Thông số cơ bản,Tính năng và tiện ích,Phụ kiện trong hộp
17,00909362,Máy lạnh Daikin Inverter 2 HP (18100 BTU) FTKF50YVMV,Mua ngay,Daikin,Máy lạnh,Máy lạnh 1 chiều,"['20 - 30m² ', 'Làm lạnh nhanh Powerful', 'Streamer khử khuẩn ']",21090000,20090000,5,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/may-lanh-daikin-inverter-2-hp-18100-btu-ftkf50yvmv?sku=00909362,https://cdn2.fptshop.com.vn/unsafe/00909362_daikin_inverter_2_hp_18100_btu_ftkf50yvmv_8c1de368b5.png,Trắng,"{'Model': 'FTKF50YVMV', 'Xuất xứ': ['Việt Nam'], 'Thời điểm ra mắt': '06/2024', 'Thời hạn bảo hành sản phẩm': ['Máy nén cục nóng 5 năm']}","{'Chất liệu': ['Dàn tản nhiệt Hợp kim Nhôm - Kẽm'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 77.0 cm - Cao 28.6 cm - Dày 24.4 cm - Nặng 9 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 67.5 cm - Cao 55.0 cm - Dày 28.4 cm - Nặng 27 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 20m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 30m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy lạnh Inverter 1 chiều'], 'Diện tích sử dụng': '20 - 30 m2', 'Độ ồn trung bình': 'Dàn nóng: 43/49 dB', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 (Hiệu suất năng lượng CSPF 5.2)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Chống ẩm mốc bên trong dàn lạnh kết hợp công nghệ Streamer diệt khuẩn', 'Phin lọc Enzyme Blue kết hợp lọc bụi mịn PM 2.5'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ làm lạnh': ['Powerful'], 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công suất làm lạnh': '2 HP - 18.100 BTU', 'Công suất sưởi ấm': 'Không sưởi ấm', 'Công suất tiêu thụ điện trung bình': ['1.85 kW/h'], 'Điện áp': '220 V / 50 Hz', 'Cường độ dòng điện': ['8.7 A'], 'Lượng gas nạp': '780 g'}","{'Tiện ích': ['Tự khởi động lại khi có điện', 'Hẹn giờ bật tắt máy', 'Chế độ làm lạnh nhanh', 'Luồng gió thoải mái Coanda', 'Chức năng chống ẩm mốc bảo vệ sức khỏe', 'Chế độ chờ tiết kiệm điện Econo', 'Điều khiển từ xa có nút dạ quang', 'Chế độ ngủ ban đêm', 'Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile']}",{'Phụ kiện trong hộp': ['Remote']}
18,00910086,Sharp Inverter 1.5 HP (12000 BTU) AH-X13ZEW,Mua ngay,Sharp,Máy lạnh,Máy lạnh 1 chiều,"['15 - 20m² ', 'Làm lạnh Super Jet ', 'Lọc bụi polypropylene']",11290000,10290000,9,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/sharp-inverter-1-5-hp-12000-btu-ah-x13zew,https://cdn2.fptshop.com.vn/unsafe/sharp_ah_x13zew_3fd71f134e.png,Trắng,"{'Model': 'AH-X13ZEW', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['2 năm']}","{'Chất liệu': ['Dàn tản nhiệt Ống MCHE'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 87.7 cm - Cao 29.2 cm - Dày 22.2 cm - Nặng 8 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 59.8 cm - Cao 49.5 cm - Dày 26.5 cm - Nặng 18 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 7m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': '15 - 20 m2', 'Độ ồn trung bình': 'Đang cập nhật', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 4.21)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Lưới lọc bụi polypropylene'], 'Chế độ gió': 'Tuỳ chỉnh điều khiển lên xuống', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Điện áp': '220 V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
19,00910085,Máy lạnh Sharp Inverter 2 HP (18000 BTU) AH-X18ZEW,Mua ngay,Sharp,Máy lạnh,Máy lạnh 1 chiều,"['20 - 30m² ', 'Làm lạnh Super Jet ', 'Lọc bụi polypropylene']",16290000,14790000,9,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/sharp-inverter-2-hp-18000-btu-ah-x18zew,https://cdn2.fptshop.com.vn/unsafe/sharp_ah_x18zew_4d524558a8.png,Trắng,"{'Model': 'AH-X18ZEW', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['2 năm']}","{'Chất liệu': ['Dàn tản nhiệt Ống MCHE'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 87.7 cm - Cao 29.2 cm - Dày 19.8 cm - Nặng 9 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 87.4 cm - Cao 54 cm - Dày 26.9 cm - Nặng 27 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': '10m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': '30 - 40 m2', 'Độ ồn trung bình': 'Đang cập nhật', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 4.55)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Lưới lọc bụi polypropylene'], 'Chế độ gió': 'Tuỳ chỉnh điều khiển lên xuống', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Điện áp': '220 V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
20,00910015,Máy lạnh Samsung Inverter 1 HP (9.000 BTU) AR10DYHZAWKNSV,Mua ngay,Samsung,Máy lạnh,Máy lạnh 1 chiều,"['Dưới 15m² ', 'Làm lạnh Fast Cooling', 'Bộ Lọc Easy Filter Plus']",10690000,7490000,30,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/may-lanh-samsung-inverter-1-hp-9000-btu-ar10dyhzawknsv,https://cdn2.fptshop.com.vn/unsafe/00910015_samsung_inverter_1_hp_9000_btu_ar10dyhzawknsv_4856fd0694.png,Trắng,"{'Model': 'AR10DYHZAWKNSV', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2024', 'Thời hạn bảo hành sản phẩm': ['2 năm']}","{'Chất liệu': ['Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 68.2 cm - Cao 29.9 cm - Dày 21.5 cm - Nặng 7.7 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 73.5 cm - Cao 47.5 cm - Dày 29.7 cm - Nặng 18.7 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 7m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': 'Dưới 15 m2', 'Độ ồn trung bình': '19-38/49 dBA', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 4.49)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Bộ Lọc Easy Filter Plus'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Điện áp': '220 - 240V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
21,00910014,Máy lạnh Samsung Inverter 1.5 HP (12.000 BTU) AR13DYHZAWKNSV,Mua ngay,Samsung,Máy lạnh,Máy lạnh 1 chiều,"['15 - 20m² ', 'Làm lạnh Fast Cooling', 'Bộ Lọc Easy Filter Plus']",12290000,9490000,23,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/may-lanh-samsung-inverter-15-hp-12000-btu-ar13dyhzawknsv,https://cdn2.fptshop.com.vn/unsafe/00910014_samsung_inverter_15_hp_12000_btu_ar13dyhzawknsv_c66920d1d2.png,Trắng,"{'Model': 'AR13DYHZAWKNSV', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2024', 'Thời hạn bảo hành sản phẩm': ['2 năm']}","{'Chất liệu': ['Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 82 cm - Cao 29.9 cm - Dày 21.5 cm - Nặng 9 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 73.5 cm - Cao 47.5 cm - Dày 29.5 cm - Nặng 18.7 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 7m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': '15 - 20 m2', 'Độ ồn trung bình': '19-38/50 dBA', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 4.60)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Bộ Lọc Easy Filter Plus'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Điện áp': '220 - 240V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
22,00909881,Máy lạnh LG Inverter 1 HP (8800 BTU) V10WIN1,Mua ngay,LG,Máy lạnh,Máy lạnh 1 chiều,"['Dưới 15m² ', 'Làm lạnh Jet Cool', 'Bộ lọc PM 2.5 ']",10690000,7990000,25,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/may-lanh-lg-inverter-1-hp-8800-btu-v10win1?sku=00909881,https://cdn2.fptshop.com.vn/unsafe/00909881_lg_inverter_1_hp_8800_btu_v10win1_65457d10fa.png,Trắng,"{'Model': 'V10WIN1', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '12/2023'}","{'Chất liệu': ['Vỏ máy: Nhựa', 'Vỏ cục nóng Hợp kim nhôm', 'Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 75.6 cm - Cao 26.5 cm - Dày 18.4 cm - Nặng 7.4 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 80.2 cm - Cao 50.2 cm - Dày 24.8 cm - Nặng 22.1 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 7m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': 'Dưới 15 m2', 'Độ ồn trung bình': '50 dB', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 4.28)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Màng lọc sơ cấp', 'PM 2.5'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ tiết kiệm điện': ['Inverter'], 'Điện áp': '220 - 240V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
23,00906763,Máy lạnh 2 chiều Casper Inverter 2 HP (18000 BTU) GH-18IS35,Mua ngay,Casper,Máy lạnh,Máy lạnh 2 chiều,"['20 - 30m² ', 'Làm lạnh Turbo ', 'Cảm biến nhiệt i-Feel']",17490000,14490000,17,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/casper-inverter-2-hp-gh-18is35?sku=00906763,https://cdn2.fptshop.com.vn/unsafe/2024_3_25_638469847075101473_casper-inverter-1hp-gh-09is33-1.jpg,Trắng,"{'Model': 'GH-18IS35', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['Toàn thiết bị 3 năm', 'Máy nén cục nóng 12 năm', 'Remote 1 năm']}","{'Chất liệu': ['Vỏ cục lạnh Nhựa', 'Vỏ cục nóng Nhôm'], 'Kích thước - Khối lượng dàn lạnh': '905 x 226 x 312 mm - 10.5 kg', 'Kích thước - Khối lượng dàn nóng': '785 x 300 x 555 mm - 28.5 kg', 'Chiều dài lắp đặt ống đồng': 'Tối thiểu 5m - Tối đa 20m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy lạnh 2 chiều (có sưởi ấm)'], 'Diện tích sử dụng': 'Dưới 30 m2', 'Độ ồn trung bình': 'Dàn nóng: 54/53/52 DB', 'Loại Gas': ['R32'], 'Nhãn năng lượng': '5 (Hiệu suất năng lượng CSPF 5.33)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Lọc bụi thường'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ làm lạnh': ['Turbo'], 'Công nghệ tiết kiệm điện': ['Công nghệ I-saving'], 'Công suất làm lạnh': '1 HP - 18.000 BTU', 'Công suất sưởi ấm': '19.100 BTU', 'Công suất tiêu thụ điện trung bình': ['1.58 kW/h'], 'Điện áp': '220 V / 50 Hz', 'Cường độ dòng điện': ['7 - 7.5A'], 'Cường độ dòng điện tối đa': '12A', 'Lượng gas nạp': '1030 g'}","{'Tiện ích': ['Cơ chế bảo vệ an toàn kép phát hiện rò rỉ thông minh', 'Hẹn giờ bật tắt máy', 'Tự khởi động lại khi có điện', 'Cảm biến nhiệt độ iFeel', 'Chức năng tự làm sạch', 'Sưởi ấm nhanh 60s']}",{'Phụ kiện trong hộp': ['Remote']}
24,00907374,Máy lạnh Daikin Inverter 2.5 HP (20500 BTU) FTKF60YVMV,Mua ngay,Daikin,Máy lạnh,Máy lạnh 1 chiều,"['30 - 40m² ', 'Làm lạnh nhanh Powerful', 'Streamer khử khuẩn ']",28390000,26790000,6,2024-10-31T23:59:00.000+07:00,"['Chủ thẻ OCB: Giảm thêm 500,000đ', 'Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/daikin-inverter-25-hp-ftkf60yvmv?sku=00907374,/,Trắng,"{'Model': 'FTKF60YVMV', 'Xuất xứ': ['Việt Nam'], 'Thời điểm ra mắt': '2024', 'Thời hạn bảo hành sản phẩm': ['Toàn thiết bị 1 năm', 'Máy nén cục nóng 5 năm', 'Remote 1 năm']}","{'Chất liệu': ['Dàn tản nhiệt Hợp kim Nhôm - Kẽm'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 77.0 cm - Cao 28.6 cm - Dày 24.4 cm - Nặng 9 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 84.5 cm - Cao 59.5 cm - Dày 30.0 cm - Nặng 35 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 20m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 30m'}","{'Loại hàng': ['Máy lạnh Inverter 1 chiều'], 'Diện tích sử dụng': '20 - 30 m2', 'Độ ồn trung bình': 'Dàn nóng: 44/51 dB', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 (Hiệu suất năng lượng CSPF 5.25)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Chống ẩm mốc bên trong dàn lạnh kết hợp công nghệ Streamer diệt khuẩn', 'Phin lọc Enzyme Blue tích hợp lọc bụi mịn'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ làm lạnh': ['Powerful'], 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công suất làm lạnh': '2.5 HP - 20.500 BTU', 'Công suất sưởi ấm': 'Không sưởi ấm', 'Công suất tiêu thụ điện trung bình': ['2.06 kW/h'], 'Điện áp': '220 V / 50 Hz', 'Cường độ dòng điện': ['9.7 A'], 'Lượng gas nạp': '530 g'}","{'Tiện ích': ['Tự khởi động lại khi có điện', 'Hẹn giờ bật tắt máy', 'Chế độ làm lạnh nhanh', 'Luồng gió thoải mái Coanda', 'Chống ẩm mốc bảo vệ sức khỏe', 'Chế độ chờ tiết kiệm điện Econo', 'Điều khiển từ xa có nút dạ quang', 'Chế độ ngủ ban đêm', 'Tùy chọn mua thêm bộ điều khiển không dây Daikin Mobile']}",{'Phụ kiện trong hộp': ['Remote']}
25,00912364,Máy Lạnh Comfee Inverter 1.5 HP (12.000 BTU) CFS-13VAFF-V,Mua ngay,Comfee,Máy lạnh,Máy lạnh 1 chiều,[],8990000,7490000,17,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/comfee-inverter-15-hp-12000-btu-cfs-13vaff-v?sku=00912364,https://cdn2.fptshop.com.vn/unsafe/comfee_cfs_13vaff_v_1_09a2782493.png,Trắng,"{'Model': 'CFS-13VAFF-V', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['2 năm']}","{'Chất liệu': ['Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm phủ lớp Golden Coating'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 80.5 cm - Cao 29.5 cm - Dày 20.8 cm - Nặng 9 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 77 cm - Cao 49.5 cm - Dày 27 cm - Nặng 21.2 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 10m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': '15 - 20 m2', 'Độ ồn trung bình': '40/36/34 dB', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 5.2)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Màng lọc kép Dual: Lọc bụi 0.7 mm, lọc mùi'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ làm lạnh': ['High Power'], 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công suất làm lạnh': '1.5 HP - 12.000 BTU', 'Điện áp': '220 - 240V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
26,00912367,Máy Lạnh Comfee 1 HP (9.500 BTU) CFS-10FWFF-V,Mua ngay,Comfee,Máy lạnh,Máy lạnh 1 chiều,[],6990000,5490000,21,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/comfee-inverter-1-hp-9500-btu-cfs-10fwff-v?sku=00912367,https://cdn2.fptshop.com.vn/unsafe/comfee_cfs_10fwff_v_1_c00e98d784.png,Trắng,"{'Model': 'CFS-10FWFF-V', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['2 năm']}","{'Chất liệu': ['Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm phủ lớp Golden Coating'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 72.6 cm - Cao 29.1 cm - Dày 21 cm - Nặng 8.2 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 79.5 cm - Cao 49.5 cm - Dày 26 cm - Nặng 21.7 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 10m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': 'Dưới 15 m2', 'Độ ồn trung bình': '40.5/34/32 dB', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 4.49)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Màng lọc kép Dual: Lọc bụi 0.7 mm, lọc mùi'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ làm lạnh': ['Hyper Tech'], 'Công nghệ tiết kiệm điện': ['Non Inverter'], 'Công suất làm lạnh': '1 HP - 9.500 BTU', 'Điện áp': '220 - 240V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
27,00912365,Máy Lạnh Comfee Inverter 1 HP (9.500 BTU) CFS-10VAFF-V,Mua ngay,Comfee,Máy lạnh,Máy lạnh 1 chiều,[],7990000,6490000,19,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/comfee-inverter-1-hp-9500-btu-cfs-10vaff-v?sku=00912365,https://cdn2.fptshop.com.vn/unsafe/comfee_cfs_10vaff_v_1_5c41e7e293.png,Trắng,"{'Model': 'CFS-10VAFF-V', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['2 năm']}","{'Chất liệu': ['Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm phủ lớp Golden Coating'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 72.6 cm - Cao 29.1 cm - Dày 21 cm - Nặng 8.2 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 79.5 cm - Cao 49.5 cm - Dày 26 cm - Nặng 21.7 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 10m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': '15 - 20 m2', 'Độ ồn trung bình': '40.5/34/32 dB', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 5.2)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Màng lọc kép Dual: Lọc bụi 0.7 mm, lọc mùi'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ làm lạnh': ['Hyper Tech'], 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công suất làm lạnh': '1 HP - 9.500 BTU', 'Điện áp': '220 - 240V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
28,00912363,Máy Lạnh Comfee Inverter 2 HP (18.000 BTU) CFS-18VAFF-V,Hàng sắp về,Comfee,Máy lạnh,Máy lạnh 1 chiều,[],11990000,11990000,0,,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-lanh-dieu-hoa/comfee-inverter-2-hp-18000-btu-cfs-18vaff-v?sku=00912363,https://cdn2.fptshop.com.vn/unsafe/comfee_cfs_18vaff_v_1_9453bc426b.png,Trắng,"{'Model': 'CFS-18VAFF-V', 'Xuất xứ': ['Thái Lan'], 'Thời điểm ra mắt': '2023', 'Thời hạn bảo hành sản phẩm': ['2 năm']}","{'Chất liệu': ['Ống dẫn gas Đồng', 'Lá tản nhiệt Nhôm phủ lớp Golden Coating'], 'Kích thước - Khối lượng dàn lạnh': 'Dài 96.9 cm - Cao 32 cm - Dày 22 cm - Nặng 11.9 kg', 'Kích thước - Khối lượng dàn nóng': 'Dài 88.7 cm - Cao 55.5 cm - Dày 29.3 cm - Nặng 27.2 kg', 'Chiều cao lắp đặt tối đa giữa cục nóng-lạnh': 'Tối đa 10m', 'Chiều dài lắp đặt ống đồng': 'Tối đa 15m'}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Loại hàng': ['Máy Lạnh 1 Chiều'], 'Diện tích sử dụng': '20 - 30 m2', 'Độ ồn trung bình': '42.5/36/32.5 dB', 'Loại Gas': ['R-32'], 'Nhãn năng lượng': '5 sao (Hiệu suất năng lượng 5.2)', 'Lọc bụi, kháng khuẩn, khử mùi': ['Màng lọc kép Dual: Lọc bụi 0.7 mm, lọc mùi'], 'Chế độ gió': 'Điều khiển lên xuống tự động, trái phải tùy chỉnh tay', 'Công nghệ làm lạnh': ['Hyper Tech'], 'Công nghệ tiết kiệm điện': ['Inverter'], 'Công suất làm lạnh': '2 HP - 18.000 BTU', 'Điện áp': '220 - 240V / 50 Hz'}",,{'Phụ kiện trong hộp': ['Remote']}
