,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Thông tin hàng hóa,Thiết kế và Trọng lượng,Thông số cơ bản,Tính năng và tiện ích,Phụ kiện trong hộp,Cảm biến
9,00757122,Quạt điều hòa Kangaroo KG50F79N,Mua ngay,Kangaroo,Quạt,Quạt điều hòa,"['Công suất 160 W ', 'Diện tích làm mát 50m²', 'Bình chứa 60 lít ']",7990000,3290000,59,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-dieu-hoa-kangaroo-kg50f79n?sku=00757122,https://cdn2.fptshop.com.vn/unsafe/2021_7_2_637608370373062680_quat-dieu-hoa-kangaroo-kg50f79n-1.jpg,Trắng,"{'Model': 'KG50F79N', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2020', 'Thời gian bảo hành (tháng)': 12, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 0 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Màu sắc': ['Trắng']}","{'Kích thước': '570 x 392 x 1110 mm', 'Trọng lượng sản phẩm': [{'displayValue': '15.7 kg', 'value': 15.7}], 'Chất liệu': ['Vỏ máy: Nhựa cao cấp']}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Diện tích làm mát': '30 - 40 m2', 'Công suất': ['160 W'], 'Điện áp': '220 V', 'Lưu lượng gió': ['3700 m3/h'], 'Độ ồn lớn nhất': ['60 dB'], 'Tốc độ gió': '3 mức', 'Chế độ gió': ['Gió thường', 'Gió ngủ', 'Gió tự nhiên'], 'Bình chứa nước': '60 lít', 'Lượng nước tiêu thụ': '3 - 4 lít/giờ', 'Hộp đá khô làm mát kèm máy': '2 hộp'}","{'Tính năng': ['Đèn báo chức năng'], 'Tiện ích': ['Thang đo hiển thị mực nước', 'Hẹn giờ tắt', 'Màn hình LED hiển thị', 'Bánh xe di chuyển', 'Tự ngắt bơm khi cạn nước', 'Điều khiển từ xa bằng remote']}","{'Phụ kiện trong hộp': ['Remote', 'Hộp đá khô']}",{'Cảm biến': ['Cảm biến nhiệt độ phòng']}
10,00907055,Quạt điều hòa không cánh Magic Eco AC-301,Mua ngay,Magic Eco,Quạt,Quạt điều hòa,[],2990000,1690000,43,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-khong-canh-magic-eco-ac-301?sku=00907055,https://cdn2.fptshop.com.vn/unsafe/2024_3_13_638459240538615504_quat-khong-canh-magic-eco-ac-301-1.jpg,Trắng,"{'Model': 'AC-301', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành (tháng)': 24, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 12 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Màu sắc': ['Trắng']}","{'Kích thước': '35 x 25 x 85 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.5 kg', 'value': 4.5}]}","{'Chế độ bảo hành': ['Bảo hành tại hãng'], 'Công suất': ['Tổng: 95 W'], 'Lưu lượng gió': ['Trung bình: 360 m3/h'], 'Độ ồn lớn nhất': ['Đang cập nhật'], 'Tốc độ gió': '3 mức', 'Chế độ gió': ['Tự động: 3 chế độ'], 'Bình chứa nước': 'Đang cập nhật'}","{'Tính năng': ['Tạo ion không khí', 'Chế độ hẹn giờ thông minh', 'Hệ thống lưới lọc bụi'], 'Tiện ích': ['Bánh xe di chuyển', 'Điều khiển từ xa bằng remote']}",,
11,00907121,Quạt điều hòa Hòa Phát HPCF1-033I,Mua ngay,Hòa Phát,Quạt,Quạt điều hòa,[],6890000,3290000,52,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-dieu-hoa-hoa-phat-hpcf1-033i?sku=00907121,https://cdn2.fptshop.com.vn/unsafe/2024_3_12_638458564038932485_quat-dieu-hoa-hoa-phat-hpcf1-033i-5.jpg,Đen,"{'Model': 'HPCF1-033I', 'Xuất xứ': ['Việt Nam'], 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành (tháng)': 24, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 12 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Màu sắc': ['Đen']}","{'Kích thước': '49.2 x 104.4 x 36 cm', 'Trọng lượng sản phẩm': [{'displayValue': '11.6 kg', 'value': 11.6}], 'Chất liệu': ['Nhựa PP']}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Diện tích làm mát': '30 - 40 m2', 'Công suất': ['100 W'], 'Điện áp': '220 V / 50 Hz', 'Lưu lượng gió': ['2300 m3/h'], 'Độ ồn lớn nhất': ['Đang cập nhật'], 'Tốc độ gió': '3 tốc độ', 'Bình chứa nước': '40 lít', 'Hộp đá khô làm mát kèm máy': 'Có'}","{'Tính năng': ['Tạo Ion âm làm sạch không khí', '3 chế độ gió: Gió thường, Gió tự nhiên, Gió ngủ', 'Màn hình điện tử/ Hiển thị LED'], 'Tiện ích': ['Giải pháp làm mát cho không gian mở', 'Động cơ bền bỉ, hiệu năng cao', 'Có bánh xe di chuyển', 'Tiết kiệm điện']}",,
12,00906743,Quạt điều hòa Sunhouse SHD7744,Mua ngay,Sunhouse,Quạt,Quạt điều hòa,[],3490000,2190000,37,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-dieu-hoa-sunhouse-shd7744?sku=00906743,https://cdn2.fptshop.com.vn/unsafe/2024_2_26_638445627527880718_quat-dieu-hoa-sunhouse-shd7744-2.jpg,Ghi sữa,"{'Model': 'SHD7744', 'Xuất xứ': ['Việt Nam'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 12, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 0 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Màu sắc': ['Ghi sữa']}","{'Kích thước': '52.5 x 36 x 93 cm', 'Trọng lượng sản phẩm': [{'displayValue': '11 kg', 'value': 11}], 'Chất liệu': ['Nhựa PP']}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Diện tích làm mát': '40 m2', 'Công suất': ['125 W'], 'Điện áp': '220 V / 50 Hz', 'Lưu lượng gió': ['3700 m3/h'], 'Độ ồn lớn nhất': ['Dưới 54 dB'], 'Tốc độ gió': '3 tốc độ', 'Chế độ gió': ['3 chế độ'], 'Bình chứa nước': '40 lít', 'Hộp đá khô làm mát kèm máy': 'Có'}","{'Tiện ích': ['Thiết kế trang nhã, bền đẹp', 'Điều khiển dễ dàng, linh hoạt sử dụng', 'Bình chứa nước lớn']}",,
13,00798315,Quạt điều hoà Sunhouse SHD7719,Mua ngay,Sunhouse,Quạt,Quạt điều hòa,"['Diện tích làm mát: 15-20m²', 'Công suất 95 W ', 'Bình chứa 15 lít ']",4590000,3490000,24,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-dieu-hoa-sunhouse-shd7719?sku=00798315,https://cdn2.fptshop.com.vn/unsafe/2022_4_1_637844229910980944_quat-dieu-hoa-sunhouse-shd7719-den-1.jpg,Đen,"{'Model': 'SHD7719', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2018', 'Thời gian bảo hành (tháng)': 12, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 0 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước': '235 x 258 x 928 mm', 'Trọng lượng sản phẩm': [{'displayValue': '9.5 kg', 'value': 9.5}], 'Chất liệu': ['Nhựa ABS']}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Diện tích làm mát': '15 - 20 m2', 'Công suất': ['95 W'], 'Điện áp': '220 V / 50 Hz', 'Lưu lượng gió': ['2000 m3/h'], 'Độ ồn lớn nhất': ['40 dB'], 'Tốc độ gió': '4 mức', 'Chế độ gió': ['Gió ngủ', 'Gió tự nhiên', 'Gió thường'], 'Bình chứa nước': '15 lít', 'Lượng nước tiêu thụ': '1.8 lít/giờ', 'Hộp đá khô làm mát kèm máy': 'Không có'}","{'Tính năng': ['Điền khiển từ xa', 'Tạo ion không khí', 'Hẹn giờ tắt'], 'Tiện ích': ['Van xả cặn khoang chứa nước', 'Tự ngắt bơm khi cạn nước']}","{'Phụ kiện trong hộp': ['Remote', 'Sách HDSD']}",{'Cảm biến': ['Cảm biến nhiệt độ phòng']}
14,00880665,Quạt điều hòa Kangaroo KG50F68,Mua ngay,Kangaroo,Quạt,Quạt điều hòa,[],8490000,3890000,54,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-dieu-hoa-kangaroo-kg50f68?sku=00880665,https://cdn2.fptshop.com.vn/unsafe/2023_6_2_638213161974987117_quat-dieu-hoa-kangaroo-kg50f68-1.jpg,Trắng,"{'Model': 'KG50F68', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 12, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 0 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Trắng']}","{'Trọng lượng sản phẩm': [{'displayValue': '12.7 kg', 'value': 12.7}]}","{'Diện tích làm mát': '20 - 25 m2', 'Công suất': ['200 W'], 'Lưu lượng gió': ['5000 m3/h'], 'Độ ồn lớn nhất': ['50 - 65 dB', 'Đang cập nhật'], 'Tốc độ gió': 'Đang cập nhật', 'Chế độ gió': ['4 chế độ'], 'Bình chứa nước': 'Đang cập nhật'}","{'Tính năng': ['Quạt mát'], 'Tiện ích': ['Bánh xe di chuyển']}","{'Phụ kiện trong hộp': ['Điều khiển', 'Hộp đá khô']}",
15,00880899,Quạt điều hòa Kangaroo KG50F16E,Mua ngay,Kangaroo,Quạt,Quạt điều hòa,[],3990000,2390000,40,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-dieu-hoa-kangaroo-kg50f16e?sku=00880899,https://cdn2.fptshop.com.vn/unsafe/2023_6_2_638213153588437952_quat-dieu-hoa-kangaroo-kg50f16e-1.jpg,Trắng,"{'Model': 'KG50F16E', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '07/2021', 'Thời gian bảo hành (tháng)': 12, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 0 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Trắng']}","{'Trọng lượng sản phẩm': [{'displayValue': '11.8 kg', 'value': 11.8}]}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Diện tích làm mát': '20 - 25 m2', 'Công suất': ['110 W'], 'Lưu lượng gió': ['3372 m3/h'], 'Độ ồn lớn nhất': ['30 - 60 dB'], 'Tốc độ gió': '3 tốc độ', 'Chế độ gió': ['3 chế độ'], 'Bình chứa nước': '12 lít'}","{'Tính năng': ['Quạt mát'], 'Tiện ích': ['Bánh xe di chuyển']}",{'Phụ kiện trong hộp': ['Điều khiển']},
16,00764743,Quạt điều hòa Sunhouse SHD7713,Mua ngay,Sunhouse,Quạt,Quạt điều hòa,"['Công suất 85 W ', 'Diện tích làm mát:  25-30m²', 'Bình chứa 12 lít ']",3890000,1990000,49,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-dieu-hoa-sunhouse-shd7713?sku=00764743,https://cdn2.fptshop.com.vn/unsafe/2021_7_9_637614398969024000_quat-dieu-hoa-sunhouse-shd7713-trang-3.jpg,Trắng,"{'Model': 'SHD7713', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2019', 'Thời gian bảo hành (tháng)': 12, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 0 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Màu sắc': ['Trắng']}","{'Kích thước': '315 x 348 x 1110 mm', 'Trọng lượng sản phẩm': [{'displayValue': '6.4 kg', 'value': 6.4}], 'Chất liệu': ['Vỏ máy: Nhựa ABS']}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Diện tích làm mát': '25 - 30 m2', 'Công suất': ['85 W'], 'Điện áp': '220 V / 50 Hz', 'Lưu lượng gió': ['1350 m3/h'], 'Độ ồn lớn nhất': ['40 dB'], 'Tốc độ gió': '4 mức', 'Chế độ gió': ['Gió tự nhiên', 'Gió thường', 'Gió ngủ'], 'Bình chứa nước': '12 lít', 'Lượng nước tiêu thụ': '1.2 lít/giờ', 'Hộp đá khô làm mát kèm máy': 'Không có'}","{'Tiện ích': ['Màn hình hiển thị', 'Điều khiển từ xa bằng remote', 'Tạo ion không khí', 'Tự ngắt bơm khi cạn nước', 'Bánh xe di chuyển']}",{'Phụ kiện trong hộp': ['Remote']},
17,00756031,Quạt điều hòa Kangaroo KG50F78N,Mua ngay,Kangaroo,Quạt,Quạt điều hòa,"['Công suất 130 W ', 'Diện tích làm mát 20-25m²', 'Bình chứa 10 lít ']",8390000,3490000,58,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/quat-dieu-hoa/quat-dieu-hoa-kangaroo-kg50f78n?sku=00756031,https://cdn2.fptshop.com.vn/unsafe/2021_6_2_637582303922265553_quat-dieu-hoa-kangaroo-kg50f78n-a2.jpg,Trắng,"{'Model': 'KG50F78N', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2018', 'Thời gian bảo hành (tháng)': 12, 'Thời hạn bảo hành phụ kiện': ['Điều khiển: 0 tháng', 'Tấm làm mát và lưới lọc bụi: 0 tháng'], 'Màu sắc': ['Trắng']}","{'Kích thước': '363 x 329 x 928 mm', 'Trọng lượng sản phẩm': [{'displayValue': '10.8 kg', 'value': 10.8}], 'Chất liệu': ['Vỏ máy: Nhựa cao cấp']}","{'Chế độ bảo hành': ['Bảo hành tại nhà'], 'Diện tích làm mát': '20 - 25 m2', 'Công suất': ['130 W'], 'Điện áp': '220 V', 'Lưu lượng gió': ['5000 m3/h'], 'Độ ồn lớn nhất': ['60 dB'], 'Tốc độ gió': '4 mức', 'Chế độ gió': ['Gió tự nhiên', 'Gió thường', 'Gió ngủ'], 'Bình chứa nước': '10 lít', 'Hộp đá khô làm mát kèm máy': 'Không có'}","{'Tính năng': ['Đèn báo chức năng'], 'Tiện ích': ['Điều khiển từ xa bằng remote', 'Bánh xe di chuyển', 'Thang đo hiển thị mực nước', 'Van xả cặn khoang chứa nước', 'Tạo ion không khí', 'Hẹn giờ tắt', 'Tự ngắt bơm khi cạn nước', 'Màn hình LED hiển thị']}",{'Phụ kiện trong hộp': ['Remote']},{'Cảm biến': ['Cảm biến nhiệt độ phòng']}
