,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Thông tin hàng hóa,Thiết kế và Trọng lượng,Thông số cơ bản,Thông tin pin và sạc,Tính năng và tiện ích,Phụ kiện trong hộp
44,00797667,Robot hút bụi Xiaomi Mi Vacuum Mop 2 Pro,Mua ngay,Xiaomi,Gia dụng thông minh,Robot hút bụi,"['Hệ thống lọc HEPA ', 'Lực hút 3000 Pa ', 'Tần số rung 10.000 lần/phút']",9990000,6990000,30,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-xiaomi-mi-vacuum-mop-2-pro?sku=00797667,https://cdn2.fptshop.com.vn/unsafe/2022_2_15_637805312448430941_robot-hut-bui-xiaomi-mi-vacuum-mop-2-pro-trang-1.jpg,Trắng,"{'Model': 'Mi Mop 2 Pro', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '353 x 353 x 96,5 mm', 'Trọng lượng sản phẩm': [{'displayValue': '7 kg', 'value': 7}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '3000 Pa', 'Độ ồn lớn nhất': ['72 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Động cơ không chổi than Nidec'], 'Chế độ hút thông minh': ['Chế độ chạy hút cạnh tường'], 'Dung tích bình chứa': ['Hộp bụi: 0.45 lít'], 'Ứng dụng kết nối': ['Mi Home']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}",{'Tính năng': ['Tự động về dock sạc khi dọn dẹp xong']},"{'Phụ kiện trong hộp': ['Dây nguồn', 'Dock sạc']}"
45,00797670,Robot hút bụi Xiaomi Mi Vacuum Mop 2 Pro,Mua ngay,Xiaomi,Gia dụng thông minh,Robot hút bụi,"['Hệ thống lọc HEPA ', 'Lực hút 3000 Pa ', 'Tần số rung 10.000 lần/phút']",9990000,6990000,30,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-xiaomi-mi-vacuum-mop-2-pro?sku=00797670,https://cdn2.fptshop.com.vn/unsafe/2022_2_15_637805312455305918_robot-hut-bui-xiaomi-mi-vacuum-mop-2-pro-den-1.jpg,Đen,"{'Model': 'Mi Mop 2 Pro', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '353 x 353 x 96,5 mm', 'Trọng lượng sản phẩm': [{'displayValue': '7 kg', 'value': 7}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '3000 Pa', 'Độ ồn lớn nhất': ['72 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Động cơ không chổi than Nidec'], 'Chế độ hút thông minh': ['Chế độ chạy hút cạnh tường'], 'Dung tích bình chứa': ['Hộp bụi: 0.45 lít'], 'Ứng dụng kết nối': ['Mi Home']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}",{'Tính năng': ['Tự động về dock sạc khi dọn dẹp xong']},"{'Phụ kiện trong hộp': ['Dây nguồn', 'Dock sạc']}"
46,00811393,Robot hút bụi Xiaomi Vacuum Mop 2 Ultra Đen,Mua ngay,Xiaomi,Gia dụng thông minh,Robot hút bụi,"['Hệ thống lọc HEPA ', 'Trạm sạc ', 'Lực hút 4000 Pa ']",16990000,11990000,29,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-xiaomi-vacuum-mop-2-ultra?sku=00811393,https://cdn2.fptshop.com.vn/unsafe/2022_5_10_637877882873027138_robot-hut-bui-xiaomi-vacuum-mop-2-ultra-1.jpg,Đen,"{'Model': 'Robot hút bụi Xiaomi Vacuum Mop 2 Ultra - Demo', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '03/2022', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Đen']}","{'Kích thước': '353 x 350 x 98.8 mm', 'Trọng lượng sản phẩm': [{'displayValue': '4.15 kg', 'value': 4.15}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '4000 Pa', 'Độ ồn lớn nhất': ['70 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Chế độ hút thông minh': ['Chế độ tự động'], 'Dung tích bình chứa': ['Hộp bụi: 0.5 lít', 'Hộp nước: 0.2 lít'], 'Ứng dụng kết nối': ['Mi Home']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}","{'Tính năng': ['Tự động về dock sạc khi dọn dẹp xong', 'Hẹn giờ dọn dẹp cho từng khu vực', '3 chế độ lau dọn: Chế độ mặc định, Im lặng, Tối đa', 'Lực hút trạm sạc lên đên 16500Pa', 'Thiết lập tường ảo/ Khu vực giới hạn', 'Trạm sạc có chức năng dọn dẹp rác của robot', 'Điền khiển từ xa'], 'Tiện ích': ['Hệ thống điều hướng Laser LSD', 'Kết nối qua wifi', 'Khay chứa bụi dễ dàng tháo rời để vệ sinh', 'Có thể leo vật cản 20 mm', 'Tự quay lại dock sạc khi hết pin', 'Thiết lập bản đồ di chuyển thông minh', 'Hỗ trợ điều khiển giọng nói', 'Điều khiển bằng điện thoại qua ứng dụng riêng', 'Cung cấp bản đồ căn nhà trên ứng dụng Mi Home', 'Hệ thống phát hiện vật cản S-cross 3D và cảm biến ToF', 'Quét bản đồ 360 độ']}","{'Phụ kiện trong hộp': ['Ngăn đựng nước', 'Dụng cụ vệ sinh robot', 'Dock sạc', 'Sách HDSD', 'Khăn lau', 'Chổi ven', 'Dây sạc']}"
47,00793857,Robot hút bụi lau nhà Ecovacs Deebot N8 Pro,Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,"['Vừa hút bụi, vừa lau sàn', 'Dung lượng pin 3200 mAh', 'Lực hút mạnh mẽ 2600 Pa']",11900000,4990000,58,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-ecovacs-deebot-n8-pro?sku=00793857,/,Trắng,"{'Model': 'Deebot N8 Pro', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Trắng']}","{'Kích thước': '35 x 35 x 9.3 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.1 kg', 'value': 4.1}]}","{'Công suất hút': '2600 Pa', 'Độ ồn lớn nhất': ['65.5 - 72 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Công nghệ tăng áp kép hút rãnh khe sâu 4mm'], 'Dung tích bình chứa': ['Hộp bụi: 0.43 lít'], 'Ứng dụng kết nối': ['Ecovacs Home']}","{'Dung lượng pin': [{'displayValue': '3200 mAh', 'value': 3200}]}","{'Tiện ích': ['Đèn cảnh báo lỗi trên robot', 'Truemaping giúp robot lập bản đồ', 'Điều khiển bằng điện thoại qua ứng dụng riêng']}","{'Phụ kiện trong hộp': ['Dock sạc', 'Dây nguồn', 'Chổi ven', 'Chổi chính', 'Bộ lọc hiệu suất cao', 'Dụng cụ vệ sinh robot', 'Khăn lau', 'Ngăn đựng nước']}"
48,00707244,Máy hút bụi Xiaomi Mop Essential,Mua ngay,Xiaomi,Gia dụng thông minh,Robot hút bụi,"['Lực hút 2200 Pa ', 'Hệ thống lọc bụi  3 lớp', ""Thời gian hoạt động 90'""]",5990000,2990000,50,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/may-hut-bui-xiaomi-mop-essential?sku=00707244,https://cdn2.fptshop.com.vn/unsafe/2020_8_11_637327621648483367_xiaomi-mop-essential-trang-2.png,Trắng,"{'Model': 'Máy hút bụi Mop Essential', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2020', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '82 mm', 'Trọng lượng sản phẩm': [{'displayValue': '6.5 kg', 'value': 6.5}]}","{'Công suất hút': '2200 Pa', 'Độ ồn lớn nhất': ['65 dB'], 'Bộ lọc bụi cho máy': ['Nylon', 'HEPA', 'Sponge'], 'Công nghệ hút bụi': ['Động cơ không chổi than Nidec'], 'Ứng dụng kết nối': ['Mi Home']}","{'Dung lượng pin': [{'displayValue': '2500 mAh', 'value': 2500}]}","{'Tiện ích': ['Quy hoạch đường đi bằng con quay hồi chuyển', 'Điều khiển bằng điện thoại qua ứng dụng riêng', 'Hỗ trợ điều khiển giọng nói', 'Tự chạy về đốc sạc khi pin còn dưới 20%', 'Có thể leo vật 1.7 cm', 'Bình nước điều khiển điện 3 cấp điều chỉnh nước']}","{'Phụ kiện trong hộp': ['Chổi chính', 'Dock sạc', 'Dây nguồn']}"
49,00910783,Robot hút bụi lau nhà Samsung VR05R5050WK/SV,Đặt cọc,Samsung,Gia dụng thông minh,Robot hút bụi,"['Đế sạc ', 'Hút bụi lau sàn 2 in 1', ""Dùng 150', sạc 4h ""]",7890000,4690000,41,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-samsung-vr05r5050wksv,https://cdn2.fptshop.com.vn/unsafe/00910783_robot_hut_bui_lau_nha_samsung_vr05r5050wksv_118d5cbedc.png,Đen,"{'Model': 'VR05R5050WK/SV', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Thời gian bảo hành (tháng)': 12, 'Màu sắc': ['Đen']}","{'Kích thước': '34 x 8.5 x 34 cm', 'Trọng lượng sản phẩm': [{'displayValue': '3 kg', 'value': 3}]}","{'Công suất': ['55 W'], 'Công suất hút': '4200 Pa', 'Độ ồn lớn nhất': ['77 dB'], 'Bộ lọc bụi cho máy': ['Bộ lọc trước động cơ'], 'Công nghệ hút bụi': ['Hệ thống cảm biến thông minh'], 'Chế độ hút thông minh': ['Đang cập nhật'], 'Thời gian sử dụng': ['150 phút'], 'Thời gian sạc đầy': ['4 giờ'], 'Ứng dụng kết nối': ['SmartThings']}","{'Dung lượng pin': [{'displayValue': '3400 mAh', 'value': 3400}]}","{'Tiện ích': ['Cảm biến chống rơi, chống va chạm', 'Điều khiển qua kết nối trên điện thoại thông minh', 'Tự quay về đế/trạm sạc', 'Vừa hút vừa lau nhà', 'Điều khiển bằng remote']}","{'Phụ kiện trong hộp': ['Chổi vệ sinh', 'Dây sạc', 'Bộ lọc', 'Điều khiển', 'Vải lau', 'Chổi phụ', 'Đế nam châm', 'Đế sạc']}"
50,00783658,Robot hút bụi lau nhà Ecovacs Deebot Ozmo 920 Đen,Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,"['Vừa hút bụi, vừa lau sàn', 'Dung lượng pin 3200 mAh', 'Lực hút mạnh mẽ 3200 Pa']",9900000,7490000,24,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-ecovacs-deebot-ozmo-920?sku=00783658,https://cdn2.fptshop.com.vn/unsafe/2022_9_26_637997861431228440_robot-hut-bui-lau-nha-ecovacs-deebot-ozmo-920-den-1.jpg,Đen,"{'Model': 'Deebot OZMO 920', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2019', 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước': '35 x 35 x 9,3 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4.1 kg', 'value': 4.1}]}","{'Công suất hút': '1200 Pa', 'Độ ồn lớn nhất': ['65.5 - 72 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Công nghệ hút chân không'], 'Dung tích bình chứa': ['Hộp bụi: 0.43 lít'], 'Ứng dụng kết nối': ['Ecovacs Home']}","{'Dung lượng pin': [{'displayValue': '3200 mAh', 'value': 3200}]}","{'Tính năng': ['3 chế độ vệ sinh: quét, hút và lau nhà.'], 'Tiện ích': ['Đèn cảnh báo lỗi trên robot', 'Điều khiển bằng điện thoại qua ứng dụng riêng', 'Hệ thống điều hướng thông minh Smart Navi 3.0 lưu nhớ bản đồ']}","{'Phụ kiện trong hộp': ['Ngăn đựng nước', 'Khăn lau', 'Dụng cụ vệ sinh robot', 'Chổi chính', 'Máng hút chuyên dụng', 'Chổi ven', 'Dây nguồn', 'Dock sạc', 'Bộ lọc hiệu suất cao']}"
51,00783659,Robot hút bụi Neato Botvac Connected D302 Xám,Mua ngay,Neato,Gia dụng thông minh,Robot hút bụi,"['Tường ảo thông minh ', 'Lực hút 1200 Pa ', 'Dung lượng pin 2100 mAh']",9900000,6990000,29,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-neato-botvac-connected-d302?sku=00783659,https://cdn2.fptshop.com.vn/unsafe/2022_10_7_638007523685701882_robot-hut-bui-neato-botvac-connected-d302-2.jpg,Xám,"{'Model': 'Botvac D3 Connected', 'Xuất xứ': ['Mỹ'], 'Thời điểm ra mắt': '2020', 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Xám']}","{'Kích thước': '34.8 x 34.8 x 10 cm', 'Trọng lượng sản phẩm': [{'displayValue': '3.1 kg', 'value': 3.1}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '1200 Pa', 'Độ ồn lớn nhất': ['65.5 - 75 dBA'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Công nghệ hút chân không'], 'Chế độ hút thông minh': ['Chế độ chạy hút cạnh tường'], 'Ứng dụng kết nối': ['Neato']}","{'Dung lượng pin': [{'displayValue': '2100 mAh', 'value': 2100}]}","{'Tính năng': ['Chống va đập'], 'Tiện ích': ['Điều khiển bằng điện thoại qua ứng dụng riêng', 'Đèn cảnh báo lỗi trên robot']}","{'Phụ kiện trong hộp': ['Dock sạc', 'Dây nguồn', 'Chổi chính', 'Bộ lọc hiệu suất cao', 'Dụng cụ vệ sinh robot']}"
52,00800912,Hộp Khăn lau Ecovacs OZMO U2 Pro,Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,[],285000,279000,2,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/phu-kien/hop-khan-lau-ozmo-u2-pro?sku=00800912,https://cdn2.fptshop.com.vn/unsafe/2024_1_9_638404134396640137_hop-khan-lau-ozmo-u2-pro-1.jpg,Trắng,"{'Model': 'Deebot U2 Pro', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2021', 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng']}","{'Kích thước': '12x2x16', 'Trọng lượng sản phẩm': [{'displayValue': '150 ', 'value': 150}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '2000 Pa', 'Độ ồn lớn nhất': ['65.5 - 72 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Chế độ hút thông minh': ['Chế độ tự động'], 'Dung tích bình chứa': ['0.8 lít']}","{'Dung lượng pin': [{'displayValue': '3200 mAh', 'value': 3200}]}",{'Tính năng': ['Nghe đài FM']},{'Phụ kiện trong hộp': ['Khăn lau']}
53,00850533,Robot hút bụi 3.5 kg Kyvol S31,Mua ngay,Kyvol,Gia dụng thông minh,Robot hút bụi,"['Lực hút mạnh mẽ 3000 Pa', 'Dung lượng pin  5200 mAh', 'Vừa hút bụi, vừa lau sàn']",12490000,3990000,68,2024-10-27T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-35-kg-kyvol-s31?sku=00850533,https://cdn2.fptshop.com.vn/unsafe/2022_12_14_638066075479889916_robot-hut-bui-35-kg-kyvol-s31-1.jpg,Đen,"{'Model': 'S31', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '06/2021', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Đen']}","{'Kích thước': '40*44*46 cm', 'Trọng lượng sản phẩm': [{'displayValue': '13493 g', 'value': 13493}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '3000 Pa', 'Độ ồn lớn nhất': ['50 - 65 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Công nghệ hút chân không'], 'Chế độ hút thông minh': ['Chế độ chạy hút cạnh tường', 'Chế độ lốc xoáy', 'Chế độ xoắn ốc', 'Chế độ tự động', 'Chế độ zigzag'], 'Dung tích bình chứa': ['Hộp bụi: 0.65 lít', 'Hộp nước: 0.35 lít'], 'Thời gian sử dụng': ['2 - 6 giờ Chế độ bình thường'], 'Thời gian sạc đầy': ['4 giờ'], 'Đầu hút bụi': ['Đầu hút đa năng']}","{'Dung lượng pin': [{'displayValue': '5200 mAh', 'value': 5200}]}","{'Tính năng': ['3 chế độ vệ sinh: quét, hút và lau nhà.'], 'Tiện ích': ['Điều khiển bằng điện thoại qua ứng dụng riêng', 'Bánh xe di chuyển', 'Bật giọng nói (VoiceOn)', 'Có chổi vệ sinh máy', 'Có thể leo vật 1.7 cm', 'Dễ vệ sinh', 'Hệ thống điều hướng Laser LSD', 'Hệ thống lập bản đồ TrueMapping 3D 2.0', 'Khoang chứa bụi có thể tháo rời', 'Tiết kiệm điện']}","{'Phụ kiện trong hộp': ['Adapter', 'Chân đế', 'Dụng cụ vệ sinh robot']}"
54,00783653,Robot hút bụi lau nhà Ecovacs Deebot U2 Pro,Mua ngay,Ecovacs,Gia dụng thông minh,Robot hút bụi,"['Lực hút 1500 Pa ', 'Vừa hút bụi, vừa lau sàn', 'Dung lượng pin 3200 mAh']",6990000,3990000,43,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-ecovacs-deebot-u2-pro?sku=00783653,https://cdn2.fptshop.com.vn/unsafe/2022_8_26_637971154490558390_00783653-anh-1.jpg,Đen,"{'Model': 'Deebot U2 Pro', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2020', 'Thời gian bảo hành (tháng)': 24, 'Màu sắc': ['Đen']}","{'Kích thước': '35 x 35 x 7,9 cm', 'Trọng lượng sản phẩm': [{'displayValue': '3.6 kg', 'value': 3.6}]}","{'Công suất hút': '1500 Pa', 'Độ ồn lớn nhất': ['65.5 - 75 dBA'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Công nghệ hút chân không'], 'Dung tích bình chứa': ['Hộp bụi: 0.4 lít'], 'Ứng dụng kết nối': ['Ecovacs Home']}","{'Dung lượng pin': [{'displayValue': '3200 mAh', 'value': 3200}]}","{'Tính năng': ['3 chế độ vệ sinh: quét, hút và lau nhà.'], 'Tiện ích': ['Điều khiển bằng điện thoại qua ứng dụng riêng', 'Đèn cảnh báo lỗi trên robot']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Bộ lọc hiệu suất cao', 'Ngăn đựng rác', 'Chổi ven', 'Chổi chính', 'Khăn lau', 'Dock sạc', 'Ngăn đựng nước', 'Dụng cụ vệ sinh robot']}"
55,00850534,Robot hút bụi 3.14 kg Kyvol D7,Mua ngay,Kyvol,Gia dụng thông minh,Robot hút bụi,"['Vừa hút bụi, vừa lau sàn', 'Dung lượng pin 3200 mAh', 'Lực hút mạnh mẽ 3000 Pa']",7990000,2790000,65,2024-10-27T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-314-kg-kyvol-d7?sku=00850534,https://cdn2.fptshop.com.vn/unsafe/2022_12_14_638066084628350784_robot-hut-bui-314-kg-kyvol-d7-1.jpg,Đen,"{'Model': 'D7', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '06/2021', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Đen']}","{'Kích thước': '55*13*40 cm', 'Trọng lượng sản phẩm': [{'displayValue': '4767 g', 'value': 4767}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất hút': '3000 Pa', 'Độ ồn lớn nhất': ['50 - 65 dB'], 'Bộ lọc bụi cho máy': ['HEPA H13'], 'Công nghệ hút bụi': ['Công nghệ hút chân không'], 'Chế độ hút thông minh': ['Chế độ lốc xoáy', 'Chế độ chạy hút cạnh tường', 'Chế độ tự động', 'Chế độ zigzag', 'Chế độ xoắn ốc'], 'Dung tích bình chứa': ['Hộp bụi: 0.5 lít', 'Hộp nước: 0.4 lít'], 'Thời gian sử dụng': ['140 phút Chế độ bình thường'], 'Thời gian sạc đầy': ['3 - 4 giờ'], 'Đầu hút bụi': ['Đầu hút bàn chải']}","{'Dung lượng pin': [{'displayValue': '3200 mAh', 'value': 3200}]}","{'Tính năng': ['3 chế độ lau dọn: Chế độ mặc định, Im lặng, Tối đa', 'Cảnh báo khi pin yếu', 'Kết nối với điện thoại bằng Wifi', '3 chế độ vệ sinh: quét, hút và lau nhà.', 'Điền khiển từ xa', 'Dễ dàng thao tác', 'Chống va đập'], 'Tiện ích': ['Các bộ phận tháo rời', 'Hẹn giờ', 'Quét bản đồ 360 độ', 'Đèn cảnh báo lỗi trên robot']}","{'Phụ kiện trong hộp': ['Adapter', 'Chổi vệ sinh']}"
56,00910433,Robot hút bụi lau nhà Samsung VR7MD96514G/SV,Đặt cọc,Samsung,Gia dụng thông minh,Robot hút bụi,"['Cảm biến chống rơi ', 'Trạm sạc ', 'Lực hút 6000 Pa ']",29986000,26990000,10,2024-10-31T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/may-hut-bui/robot-hut-bui-lau-nha-samsung-vr7md96514gsv?sku=00910433,https://cdn2.fptshop.com.vn/unsafe/00910433_robot_hut_bui_lau_nha_samsung_vr7md96514gsv_54fa3dc06e.png,Trắng Satin,"{'Model': 'VR7MD96514G/SV', 'Xuất xứ': ['Việt Nam'], 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành (tháng)': 12, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Màu sắc': ['Trắng Satin']}","{'Kích thước': '359 x 100 x 364 mm', 'Trọng lượng sản phẩm': [{'displayValue': '3.5 kg', 'value': 3.5}]}","{'Loại máy hút bụi': ['Robot hút bụi'], 'Công suất': ['70 W'], 'Công suất hút': '6000 Pa', 'Độ ồn lớn nhất': ['74 dB'], 'Bộ lọc bụi cho máy': ['HEPA'], 'Công nghệ hút bụi': ['Công nghệ Steam Station+', 'Công nghệ dToF Obstacles Detection', 'Công nghệ AI Floor Detect', 'Công nghệ cảm biến dToF LiDAR'], 'Chế độ hút thông minh': ['Chế độ làm sạch sâu', 'Tự động tăng lực hút trên thảm', 'Tự động nhận diện thảm', 'Chế độ làm sạch tổng thể', 'Chế độ làm sạch tại 1 điểm', 'Chế độ zigzag'], 'Dung tích bình chứa': ['2.5 lít'], 'Thời gian sử dụng': ['5 giờ'], 'Ứng dụng kết nối': ['SmartThings']}","{'Dung lượng pin': [{'displayValue': '4861 mAh', 'value': 4861}]}","{'Tính năng': ['Hệ thống cảm biến thông minh'], 'Tiện ích': ['Cảm biến chống rơi, chống va chạm', 'Điều khiển qua kết nối trên điện thoại thông minh', 'Tự động đổ bụi, giặt, sấy khô vải lau', 'Tự quay về đế/trạm sạc', 'Trạm sạc kết hợp thu gom bụi', 'Lưu được 4 bản đồ', 'Tường ảo', 'Vừa hút vừa lau nhà']}","{'Phụ kiện trong hộp': ['Chổi bên', 'Tấm lọc bụi']}"
